"ID","ADU","TAXON CONCEPT ID","SCIENTIFIC NAME"
2654,2804,avibase-01D755E8,Onychognathus fulgidus
2655,2910,avibase-26B6EBCB,Psalidoprocne antinorii
2656,2912,avibase-26B6EBCB,Psalidoprocne chalybea
2657,2914,avibase-5FA632A0,Psalidoprocne pristoptera
2658,2916,avibase-4DD302AB,Psalidoprocne mangbettorum
2659,2918,avibase-D34E0167,Psalidoprocne oleaginea
2660,2920,avibase-AF36921A,Psalidoprocne petiti
2661,2922,avibase-E53EB81A,Psalidoprocne pristoptera
2662,2938,avibase-B421F18C,Arizelocichla chlorigula
2663,2940,avibase-0B325B7F,Eurillas curvirostris
2664,2946,avibase-0B325B7F,Eurillas curvirostris
2665,945,avibase-9972FC86,Andropadus importunus insularis
2666,1112,avibase-0802ADF1,Arizelocichla montana
2667,3004,avibase-2CF15271,Xanthomixis apperti
2668,3008,avibase-BABC6C7F,Xanthomixis cinereiceps
2669,3018,avibase-51FA9111,Bernieria madagascariensis
2670,3026,avibase-6FD3006B,Xanthomixis tenebrosa
2671,3030,avibase-9813B521,Xanthomixis zosterops
2672,3036,avibase-56978EB3,Pycnonotus tricolor
2673,3042,avibase-1F66AE1E,Arizelocichla fusciceps
2674,3044,avibase-4F97BFE1,Bleda notatus
2675,3050,avibase-E9C82DFF,Apalis [flavida] viridiceps
2676,1119,avibase-4849AA43,Cisticola [chubbi] discolor
2677,3100,avibase-2EBCA2C5,Cisticola [erythrops] lepe
2678,3106,avibase-4BB4B844,Cisticola [robustus] angolensis
2679,3158,avibase-43B615B3,Cisticola bakerorum
2680,3160,avibase-F5C0F878,Cisticola sp.
2681,3162,avibase-69045C0B,Cisticola anderseni
2682,1046,avibase-68B28107,Zosterops borbonicus
2683,775,avibase-6AA90803,Zosterops pallidus
2684,3204,avibase-38EA4555,Zosterops kulalensis
2685,470,avibase-13408146,Acrocephalus cinnamomeus
2686,3240,avibase-D2E8BF1B,Arcanator orostruthus
2687,3242,avibase-95F650C1,Scepomycter winifredae
2688,1106,avibase-8160D091,Bradypterus lopezi
2689,3330,avibase-63136DAC,Nesillas aldabrana †
2690,3360,avibase-16FEF081,Curruca lugens
2691,3424,avibase-1D1CA9F7,Sylvietta chapini
2692,1051,avibase-FC0A1D95,Eremophila alpestris
2693,3514,avibase-A06BC1E6,Heteromirafra sidamoensis
2694,3524,avibase-F90063D3,Mirafra sharpii
2695,3526,E6977C8C76CBC599,Mirafra [sabota] naevia
2696,3540,avibase-91DD8787,Mirafra degodiensis
2697,3548,avibase-E03328AE,Mirafra malbranti
2698,3550,avibase-90DEC3CB,Mirafra marjoriae
2699,3588,avibase-2D0C83B2,Anthreptes orientalis
2700,3596,avibase-D93A8052,Cinnyris sp.
2701,3616,avibase-B233CF4A,Nectarinia stuhlmanni graueri
2702,3652,avibase-DFB0693C,Cinnyris notatus
2703,3690,avibase-29A6C2E1,Anthus camaroonensis
2704,3694,avibase-3E3E0327,Anthus bannermani
2705,1059,avibase-CEAB6D13,Anthus vaalensis vaalensis
2706,3706,avibase-AC7F730D,Anthus pseudosimilis
2707,3814,avibase-24956ECB,Motacilla [alba] subpersonata
2708,3850,avibase-DB4998D1,Passer gongonensis
2710,3968,avibase-E358EC8A,Spermestes nigriceps
2711,968,avibase-AED9D220,Nesospiza acunhae
2714,10008,,N/A N/A
2715,10014,avibase-093E93E1,Anas sp.
2716,10009,avibase-A744B03C,N/A N/A
2717,10010,avibase-4D321548,Lanus sp.
2718,10011,avibase-5451B31A,Ardea sp.
2720,475,avibase-E8FD3242,Mirafra curvirostris
2721,225,avibase-C84BD649,Afrotis afra
2722,645,avibase-E2D1D214,Cisticola galactotes
2723,651,avibase-36261312,Prinia hypoxantha
2725,787,avibase-7EB3ECC4,Passer diffusus
2726,4154,avibase-DC456636,Camaroptera brachyura
2727,10016,avibase-1FF0754B,Phoeniconaias sp.
2729,4146,avibase-41ECD10E,Anthus richardi
2730,10019,avibase-D17D101A,Melopsittacus undulatus
2732,4155,avibase-DD338581,Calendulauda albescens
2733,10022,avibase-CDDEA7EB,Nesoenas  picturata
2734,10023,avibase-C8D08ECB,Pachyptila sp.
2735,10024,avibase-070E73F9,Stercorarius sp.
2736,10025,avibase-586F2343,Oceanodroma sp.
2737,10026,avibase-528F0652,Phalacrocorax sp.
2738,10027,avibase-288753F2,Diomedea sp.
2739,4187,avibase-39086887,Stercorarius parasiticus
2740,10028,avibase-3FD683D4,Ardenna sp.
2742,4190,avibase-E5E0B92F,Ardeola grayii
2744,4195,avibase-927299E4,Turdus olivaceofuscus
2748,13204,avibase-4023CC81,Eudyptes chrysocome
2749,3763,avibase-8999FD8C,Foudia aldabrana
2753,13163,avibase-16E6A0F3,Estrilda atricapilla
2754,13610,avibase-C7C1A6EB,Emberiza sahari
2755,14191,avibase-861DA135,Argya rubiginosa
2757,3899,avibase-70B92675,Ploceus holoxanthus
2758,14000,avibase-7DCA1C1E,Bocagia minuta
2762,13612,avibase-B1C204EC,Francolinus pondicerianus
2763,13613,avibase-6D4F72B1,Lonchura punctulata
2764,13614,avibase-25BD316A,Zosterops mauritianus
2765,13616,avibase-51FA9111,Bernieria madagascariensis
2766,13617,avibase-9813B521,Xanthomixis zosterops
2767,13618,avibase-2CF15271,Xanthomixis apperti
2768,13619,avibase-6FD3006B,Xanthomixis tenebrosa
2769,13620,avibase-BABC6C7F,Xanthomixis cinereiceps
2770,13621,avibase-EE3DD029,Threskiornis bernieri
2771,13622,avibase-FC523946,Arizelocichla nigriceps
2772,13623,avibase-8EDD570A,Arizelocichla fusciceps
2773,13624,avibase-B8802336,Coracopsis nigra
2774,13625,avibase-EB97C0F2,Coracopsis barklyi
2775,14201,avibase-A8433A58,Pachyptila macgillivrayi
2776,14202,avibase-2FA39DCD,Phasianus colchicus
2777,14203,avibase-FD2456D5,Dromaius novaehollandiae
2778,14204,avibase-AD455318,Caprimulgus sp.
2779,14205,avibase-03A3B616,Netta peposaca
2780,14206,avibase-082F3A63,Numenius phaeopus
2781,14207,avibase-32413666,Perdicula asiatica
2785,14225,avibase-BA7B32E6,
2786,13626,avibase-09D88471,Alaudala somalica megaensis
2787,13627,avibase-C8EF4F36,Spilopelia chinensis
2789,13629,avibase-3DE98CA4,Prinia hypoxantha x maculosa
2790,13630,avibase-DF7C8FC5,Batis erlangeri
2791,13631,avibase-0EC8C471,Dicrurus aldabranus
2792,14227,avibase-FCFBB7D9,Pseudobulweria rostrata
2793,13635,avibase-1044B438,Numida meleagris
2796,14239,avibase-C532D642,Taeniopygia guttata
2797,4189,avibase-F63BD872,Psittacus timneh
2801,10039,avibase-82E7EDC0,Cinnyris  gertrudis
2802,14240,avibase-2A07367C,Forpus coelestis
2805,10042,avibase-47B16A4A,
2806,10043,avibase-9C5ED06A,Meleagris gallopavo
2807,10044,avibase-E172D2DD,Myrmecocichla collaris
2808,10045,avibase-33C35018,Zosterops stuhlmanni
2809,10046,avibase-A23B8E7A,Zosterops eurycricotus
2810,10047,avibase-086290D2,Zosterops mbuluensis
2811,10048,avibase-A2ED4AA2,Zosterops poliogastrus
2812,10049,avibase-28458566,Zosterops stenocricotus
2813,10050,avibase-13B373F3,Radjah radjah
2814,10051,avibase-1EC15745,Anser cygnoides
2815,10052,avibase-0AAA530E,Merops viridissimus
2816,10053,avibase-90AAE188,Nettapus coromandelianus
2819,10056,avibase-D6A69E06,Bradypterus centralis
2820,10057,avibase-9D29C252,Guttera verreauxi
2821,10058,avibase-35D60F12,Guttera pucherani
2822,10059,avibase-34703319,Guttera edouardi
2823,10060,avibase-521D2C7A,
2824,14243,avibase-C3ABF863,Egretta brachyrhyncha
